ID,label,tanggal,judul,narasi,nama file gambar
414677,0,21-Agu-18,Klarifikasi terkait Informasi Pihak Kepolisian Akan Bubarkan Warga yang Salat Idul Adha di Jembatan Ampera,"Beredar informasi di media sosial yang menyebutkan bahwa Kasatlantas Polresta Palembang, Andi Baso Rahman, akan membubarkan warga yang salat Idul Adha di Jembatan Ampera, Palembang, Sumatera Selatan.",414677.png
415665,0,3-Mar-18,Semudah Apakah Menyebarkan Berita Palsu di Facebook?,Semudah Apakah Menyebarkan Berita Palsu di Facebook?,415665.png
422877,0,21-Agu-18,Belum Ada Susunan Resmi Tim Kampanye/Pemenangan Pasangan Prabowo-Sandi Hingga Kini,"Kita dari DPP belum pernah merilis tentang tim pemenangan, saya mau koreksi. Tolong yang selama ini beredar itu tidak resmi dari kita,",422877.jpg
423504,0,30-Apr-18,Kapolres Jakpus Sebut Kabar Warga Tewas di Acara Bagi-bagi Sembako Monas Hoax,Tolong panitia sembako monas pertanggung jawaban nya atas meninggalnya ponakan saya,423504.png
423530,0,26-Apr-18,Disinformasi CSR PT Telkom untuk Gereja dan Masjid,"â€¦ membandingkan dua kasus, yang itu pun berasal dari dua lokasi yang berjauhan dan dari periode tahun yang berbeda, kurang tepat. Apalagi untuk menjadi kesimpulan untuk menilai kebijakan CSR PT Telkom.",423530.png
423788,0,13-Mar-18,Klarifikasi Dinas Kesehatan Kabupaten Cianjur Terkait Kabar Bocah Bernama Muhammad Zihad Menderita Gizi Buruk,Klarifikasi Dinas Kesehatan Kabupaten Cianjur Terkait Kabar Bocah Bernama Muhammad Zihad Menderita Gizi Buruk,423788.png
424975,0,21-Mar-17,Hoax Penculikan Anak Memakan Korban,"Mengedepankan kewaspadaan itu penting. Apalagi, terkait keamanan anak. Namun, kiranya dalam mengajak masyarakat untuk meningkatkan kewaspadaan tidak menggunakan hoax dan provokasi. Hal itu tentunya akan merugikan diri sendiri dan orang lain.",424975.png
425078,0,20-Feb-17,7 Tipe Informasi Hoax,7 Tipe Informasi Hoax,425078.png
425448,0,13-Dec-16,Kematian Presiden Turki Ataturk Yang Liberal dan Zolim,"KEMATIAN ATTATURK PRESIDEN TURKI YANG LIBERAL DAN DZOLIM
 
 Telah diceritakan terdahulu, bahwa Al-Fatih berdoâ€™a kepada Allah untuk melaknat siapa saja yang mengubah Masjid Aya Sofya menjadi selain Masjid, maka semoga Allah melaknatnyaâ€¦â€¦..
 Dan Tulisan doâ€™a itu ada di samping kubur Al-Fatihâ€¦â€¦",425448.png
428610,0,6-Oct-19,Polisi Tangkap 3 Penyebar Video Hoaks Yel TNI Macan Jadi Kucing,"Direktorat Tindak Pidana Siber Bareskrim Polri menangkap tiga tersangka terkait video hoaks yel-yel TNI yang diganti dengan nyanyian suporter sepakbola. Yel-yel TNI dalam video tersebut diganti dengan lirik nyanyian suporter sepakbola yang berbunyi, â€œMacane dadi Kucing. Meong. Meong. Meongâ€",428610.png
429773,0,13-Mar-19,KEPOLISIAN MEDAN ANGKAT BICARA TERKAIT FOTO KORBAN BEGAL YANG ALAMI PUTUS TANGAN,"Polrestabes Medan, AKBP Putu Yudha Prawira: â€œInfo tersebut tidak benar,â€",429773.jpg
433688,0,1-Dec-16,"Tak Boleh Sewa Bus, Umat Islam Padang Sewa Pesawat Lion Air dan Sriwijaya tuk Ikut Aksi 212 di Jakarta","Demi Islam Rahmatanlilalamin
 Uang Tak Lagi Berharga Bagi Kaum Muslimin.
 Jelas kan Hokker.
 Hanya bagi kaum Pecinta Dunialah.
 UANG SEGALA NYA BAGI MEREKA
 â€œTak Boleh Sewa Bus, Umat Islam Padang Sewa Pesawat Lion Air dan Sriwijaya tuk Ikut Aksi 212 di Jakarta",433688.png
438963,0,01-Okt-18,Penjelasan Airnav Indonesia terkait Kabar Mengenai Kondisi Bandara SIS Al-Jufrie di Palu yang Tidak Kondusif,"Dikarenakan kondisi di palu sudah tidak kondusif, para warga yang ingin keluar dari palu sudah masuk sampai ke landasan pesawat, pesawat dari palu tertahan, pesawat yg akan ke palu juga tidak bisa landing",438963.jpg
439003,0,26-Sep-18,"WARGA KABUPATEN LOMBOK UTARA DIISUKAN MEMINUM AIR DARI GOT, BABINSA BERIKAN TANGGAPAN","Kepala Desa Kelanjuhan Prigi, Sahdan : â€œSaya sangat sayangkan berita tersebut beredar dan saya tegaskan kepada masyarakat berita itu tidak benar. Mana ada warga di Desa Gumantar minum air got. Air yang mengalir di irigasi saja besar sekali dan juga bersih, itu datang dari Gumantar ngalirnya,â€",439003.jpg
439327,0,09-Agu-18,"Bukan disebabkan vaksin, siswa MI di Palembang tewas karena radang otak",â€œJika ada suntikn di skolh ank ku dak ush dsuntik wes apapun alasanx tkut sperti iniâ€.,439327.png
439957,0,20-Apr-18,Klarifikasi Camat Kemalang Terkait Isu Pungli Perekrutan Perdes di Tangkil,"â€œSaya sudah berkoordinasi dengan TP3D dan Kepala Desa Tangkil soal itu. Itu baru wacana, belum ada transaksi pungutan. Nanti menunggu pendapat BPD apakah menyetujui atau tidak,â€ Kusdiyono.",439957.png
440474,0,18-Jan-18,: Berita Palsu yang Memicu Pembantaian Perang Dingin,"â€œAda dua alat yang bisa digunakan operator sinis untuk keuntungan politik di Indonesia â€“ agama dan komunisme,â€ kata Baskara T. Wardaya, seorang profesor di Universitas Sanata Dharma di Yogyakarta yang mempelajari peran Perang Dingin dalam sejarah Indonesia. â€œDan mitos ancaman komunis yang selalu ada sekarang diciptakan oleh Suharto pada bulan Oktober 1965. Itu tertanam dalam pikiran rakyat.â€",440474.jpg
447055,0,15-Oct-18,BMKG Bantah Informasi Prediksi Kemarau Panjang yang Dikaitkan dengan Pertanyaan Kemunculan Dajjal,"Amplifikasi atas kabar berantai itu terjadi karena ketidakhati-hatian dalam memahami konteks riset/studi mutakhir soal tren peningkatan suhu global. Selain itu, ada upaya pembuat misinformasi yang mengaitkan topik pemanasan global dengan pemahaman atas keyakinan tertentu, yakni soal kiamat",447055.png
447191,0,27-Sep-18,DJP Bantah Call Centernya Meminta Data KTP dan Identitas Lainnya,Belum lama ini beredar informasi palsu dan terindikasi sebagai modus penipuan yang mengatasnamakan sebagai â€˜call center DJPâ€™ yang meminta informasi kepada masyarakat berupa data Nomor Kartu Tanda Penduduk (KTP) dan Identitas lain.,447191.jpg
447919,0,28-May-18,Edy Rahmayadi Tidak Terkena Stroke,"Ini sekarang sedang nonton PSMS. Tidak ada itu (stroke), jangan termakan hoax,",447919.jpg
448128,0,24-Apr-18,"Beredar Foto Mesra Fadli Zon Dengan Pelakor, Fakta Aslinya Munculkan Perdebatan",â€œNamun belakangan diketahui jika foto-foto tersebut merupakan hasil editan oleh oknum yang tak bertanggung jawab.â€,448128.jpg
453372,0,4-Apr-19,Surat suara yang sah harus ada tanda tangan KPPS,"Cari tau dan harus tau
Saling mengingatkan
Berjuang tulus dan iklas",453372.png
454645,0,25-Jan-19,Klarifikasi BKN Terkait Surat Optimalisasi Pemenuhan Kebutuhan PNS oleh BKN,"Kepala Biro Humas BKN Mohammad Ridwan menegaskan, pihaknya tidak pernah mengeluarkan surat Surat Optimalisasi Pemenuhan Kebutuhan PNS oleh BKN.",454645.png
455506,0,8-Sep-18,Pemprov Riau Bantah akan Rumahkan Ribuan Pegawai Honorer,"â€œTidak ada itu. Sejauh ini tidak ada pembahasan soal perumahan honorer di BKD,â€ ujar Kepala Badan Kepegawaian Daerah (BKD) Provinsi Riau, Ikhwan Ridwan, Kamis (6/9).",455506.jpg
455511,0,7-Sep-18,"PT Ultrajaya Milk Industry Tbk Mengklarifikasi Terkait Laporan Susu Ultra Kemasan Yang Mengandung Bakteri di Sinjai, Sulawesi Selatan",Dalam surat tersebut diketahui ada sampel produk susu UHT yang mengandung bakteri Streptococcus sp.,455511.jpg
455591,0,27-Agu-18,Rio Rizki Bukan Peraih Medali Emas Termuda Di ASIAN Games 2018,"Rio Rizki Darmawan, atlet dayung Indonesia, yang baru saja menikmati medali emas pada ajang ASIAN Games 2018 bersama timnya sempat dikabarkan menjadi atlet termuda yang pernah meraih emas pada ajang tersebut",455591.jpg
455829,0,19-Jul-18,"ANGGOTANYA DITUDING SEBAGAI PENGANIAYA TAHANAN, POLRES SUBANG BERIKAN KLARIFIKASI",KELAKUAN POLISI BRENGSEK JAMAN NOW yang biarkan tahanannya di siksa sampai tewas di Polres Subang.,455829.jpg
456517,0,19-Mar-18,Satgas Pangan Polri Pastikan Tak Ada Telur Palsu Beredar di Pasar,"Beberapa jenis telur memang akan terlihat lebih cair atau terdapat bakteri di dalamnya saat disimpan terlalu lama. Terlebih, jika ada keretakan di cangkang telurnya, bakteri atau jamur akan lebih mudah masuk. Namun keberadaan telur palsu tidak dimungkinkan. Pasalnya, secara harga saja, pembuatan telur palsu bisa lebih tinggi dari telur asli",456517.png
456564,0,11-Mar-18,Pelaku Penusukan Ustaz di Depok Telah Belasan Tahun Alami Gangguan Jiwa,"Ya Alloh.. ternyata beneran, ada orang gila yang membunuh para ulama, ini kejadian didepan mata, di Perum BSI 1, Imam dan DKM Masjid Darul Muttaqin ditusuk orang gila saat Sholat Subuh pagi tadi, Alhamdulillah pelakunya tertangakp",456564.png
457347,0,24-Oct-17,NU Mendukung LGBT,NU Mendukung LGBT,457347.jpg
461712,0,3-Aug-19,Klarifikasi Kementerian Kelautan dan Perikanan  Terkait Beredarnya Surat Undangan Bimbingan Teknis dan Penetapan kelompok Penerima Bantuan Program Produksi Budidaya TA. 2019,"Kami pastikan surat yang beredar di media daring adalah hoaks, pihak kami tidak pernah mengeluarkan surat seperti itu. Kalau kita teliti dari fisiknya saja (kop surat) sudah tidak sesuai",461712.jpg
464144,0,3-Jul-18,PBNU Tidak Pernah Menuding Pemerintah Menggunakan Dana CSR BUMN Digunakan Untuk Gerakan Khilafah,Jelas berbeda antara â€˜mengalirkan danaâ€™ dengan â€˜memanfaatkan danaâ€™. Karena itu temuan kasus sosial PBNU,464144.png
464605,0,11-Apr-18,Akses Angkot di Palembang Saat Asean Games Tidak Ditutup,"â€œItu hoax, malahan kita saat Asian Games membutuhkan angkutan umum. Yang tidak boleh itu adalah Bus Kota, mereka tidak di perbolehkan karena rata-rata kendaraan Bus Kota itu sudah banyak yang tidak layak lagi beroprasi dan sudah buruk,â€ ujar Kepala Dinas Perhubungan kota Palembang, Kurniawan, Senin (9/4).",464605.png
464617,0,6-Apr-18,Foto Ridwan Kamil dan Sukmawati Soekarnoputri adalah Saat Meresmikan Renovasi Penjara Bung Karno di Banceuy,"Foto 3 tahun lalu saat kedinasan meresmikan renovasi penjara Bung Karno di Banceuy. Syariatnya, semua tamu harus dimuliakan. siapapun itu. *Hari ini foto ini beredar digoreng di WA group sebelah oleh mereka yang hobi blekkempen pilkada. Tapi Pemilih Jabar sdh cerdas. Hatur Nuhun",464617.png
464659,0,28-Mar-18,"Wasekjen PKS, Mardani Ali Sera Tak Berfoto Bersama Bos Abu Tours","â€œBukan hanya hoax, berita ini sudah masuk fitnah. Unsur pidananya jelas loh. Itu foto sabtu 24/3, saya sebagai pembicara kepemimpinan, lalu sesi akhir berfoto dgn kader bernama Zakaria. Sdangkan Abu Tour di dalam tahanan yg dijaga polisi | Jgn fitnah Zakaria, jangan fitnah Polisi, tulis Wasekjen PKS, Mardani Ali Sera di akun twitternnya, Senin (26/3).",464659.jpg
465038,0,21-Jan-18,Bersama Melawan Penyebar Hoaks,"Berita bohong atau hoaks dan ujaran kebencian yang marak di media sosial telah menjadi ancaman nasional. Semua pihak perlu bekerja bersama melawannya. Ini penting terutama saat memasuki tahun politik, hoaks dan ujaran kebencian bisa diramu untuk memenangi",465038.png
465418,0,16-Nov-17,Fake news becomes a business model: researchers,â€˜Fake newsâ€™ becomes a business model: researchers,465418.png
471875,0,12-Sep-18,Mahasiswa Universitas Jenderal Sudirman Purwokerto Nyanyi Lagu Indonesia Raya di dalam Mesjid Nurul Alam,"Mesjid nurul ulum universitas jendral sudirman purwokerto islam nusantara, nyanyi lagu indonesia raya didalam masjid.",471875.jpg
472589,0,11-May-18,Klarifikasi Dinas Kesehatan Kota Palopo Terkait Isu Beredarnya Obat Kedaluwarsa,"Kami jamin obat yang didistribusikan kualitasnya bagus, tidak ada yang kedaluwarsa seperti yang dituduhkan orang tertentu akhir-akhir ini. Peredaran obat-obatan di Palopo dikontrol dan diawasi hingga sampai ke masyarakat,",472589.png
473053,0,25-Feb-18,Retas Akses ke Akun Menggunakan Ping,Ternyata Hacker tim prabowo berhasil menembus jaringan @DivHumasPolri hanya melalui ping ke server @Twitter menggunakan CMD di windows XP hahahaha dan mereka berhasil menembus ping ping ping â€¦ @prabowo @fadlizon @Fahrihamzah #08LicikdanPicik,473053.jpg
473108,0,16-Feb-18,Klarifikasi Tengku Zulkarnaen Tentang Pembakaran Masjid,"Admin tolong di poting klarifikasi dari Tengku Zulkarnaen tentang pembakaran masjid, karena sudah beliau klarifikasi. Biar berita berimbang",473108.png
473334,0,2-Jan-18,Begini Kreativitas dan Hasil Karya Anaknya Pleicieden? Serius Nanya Niy,"Begini kreativitas dan hasil karya anaknya pleicieden? Serius nanya niy
Termasuk pelecehan bukan ya kalo anak pleicieden yang bikin ? Serius nanya niy
Cebongers kira kira bersuara atau diam ya ? Serius nanya niy",473334.png
474075,0,24-Apr-17,Judul Berita Media Asing Yang Menghina Jokowi,Judul Berita Media Asing Yang Menghina Jokowi,474075.jpg
474216,0,21-Feb-17,Penembak Jitu Membidik Peserta Aksi 212 Jilid 2,"LIHATLAH..
 BEGINI YG NAMANYA
 PELINDUNG RAKYAT..
 REZIM BINATANGâ€¦",474216.jpg
478683,0,22-Apr-19,Video Petugas KPPS Coblos Surat Suara di Boyolali,"Astagfirullahal azim..Mau jadi apa bangsa ini, kalo diurus penyelenggara spt ini..semua kartu suara di coblos oleh 1 org, yg lain tinggal masukan ke kotak sj.. pantesan sj di boyolali 01 dapat 100% suara, krn si baju batik yg nyoblosin semua.",478683.png
480136,0,31-Agu-18,Bappenas Bantah Tudingan Sandiaga Uno yang Sebut Pemerintah Mengintervensi Data BPS,"â€œItu sama sekali tidak benar, mereka (BPS) punya undang-undang yang menunjukkan independensi mereka,â€ kata Menteri Perencanaan dan Pembangunan Nasional/Kepala Bappenas, Bambang Brodjonegoro, Jumat (31/8).",480136.jpg
480770,0,11-May-18,Mahfud MD Bantah Mengusulkan Penghentian Kasus Novel Baswedan,"Itu kan ada videonya, dilihat saja videonya yang lengkap. Ada di YouTube kok. Konteksnya jelas, bukan hanya potongan video,",480770.png
481108,0,17-Mar-18,Indonesian group gears up to battle fake news during polls,Kelompok Indonesia bersiap menghadapi berita palsu selama pemilihan,481108.png
481619,0,12-Dec-17,: Jokowi Izinkan WNA Untuk Mendirikan Ormas,Jokowi Izinkan WNA Untuk Mendirikan Ormas,481619.jpg
481670,0,6-Dec-17,Solusi Daging Mahal Ala Mentan: Makan Keong,â€œSolusi daging mahal ala mentan : makan keongâ€.,481670.png
488030,0,10-Okt-18,BPS Tampik Pernyataan Sandiaga yang Sebut Makan Siang di Singapura Lebih Murah daripada di Indonesia,makan siang di Singapura lebih murah daripada di Indonesia,488030.jpg
488587,0,22-Jul-18,"Post-post media sosial yang palsu menyesatkan, meledak secara global, temuan dari studi Oxford",Blitz dari media sosial Rusia untuk mempengaruhi pemilu AS 2016,488587.png
488722,0,2-Jul-18,Klarifikasi Video Kapolres Landak AKBP Bowo Gede Imantio Dipaksa Makan Babi,AKBP BOWO GEDE IMANTIO,488722.png
489696,0,4-Jan-18,Menkominfo: BSSN tidak tangani `hoax`,"Kalau hoax masuk masalah konten. Jadi tugas BSSN tidak terkait hoax,",489696.png
491278,0,21-Jun-16,: Panduan Mencerna Berita Agar Tidak Termakan & Sebarkan Hoax,Panduan Mencerna Berita Agar Tidak Termakan & Sebarkan Hoax,491278.jpg
497130,0,16-May-18,MITRA OJEK ONLINE DISERANG HOAKS RACUNI PESANAN MAKANAN KONSUMEN,"Teman=teman pengguna GO-JEK, sikapi informasi dengan bijak, jangan terpancing oleh provokasi,",497130.jpg
497526,0,10-Mar-18,"Hoaks Pil Mandul, Biang Keladi Perang Antaragama di Sri Lanka","Hoaks Pil Mandul, Biang Keladi Perang Antaragama di Sri Lanka",497526.png
498449,0,23-Sep-17,Video Wawancara Ribka Tjiptaning Yang Sudah Disunting,Video Wawancara Ribka Tjiptaning Yang Sudah Disunting,498449.jpg
498584,0,29-May-17,Pemaknaan UUD1945 Pasal 30 Sebagai Dasar Hukum Warga Negara Andil dalam Keamanan Negara,UUD 1945 pasal 30 diklaim sebagai dasar hukum bagi warga negara untuk turut terlibat menjaga keamanan negara.,498584.jpg
499397,0,27-Aug-16,Kominfo Memblokir Situs Cekktp,Kominfo mengimbau masyarakat untuk tidak mempercayai situs-situs yang meminta nomor induk kependudukan (NIK).,499397.png
505411,0,2-May-18,Klarifikasi Dinas Bina Marga DKI Jakarta Terkait Anggaran Rp56 Miliar Untuk Bangun 3 JPO,"Kepala Dinas Bina Marga DKI Jakarta Yusmada Faizal menjelaskan, anggaran Rp56 miliar untuk pembangunan tiga JPO di Jalan Jenderal Sudirman-MH Thamrin belum merupakan angka final dan angka tersebut merupakan asumsi untuk pembangunan JPO baru. â€œAngka Rp56 miliar itu kalau bangun baru yang membentang 68 meter lebar 3 meter, dengan JPO yang wah begitu,â€ kata Yusmada.",505411.png
505672,0,19-Mar-18,"Hoax crisis centres will be launched to counter falsehoods ahead of Indonesian elections, says founder of anti-hoax network","Pusat krisis Hoax akan diluncurkan untuk mengatasi kebohongan menjelang pemilihan Indonesia, kata pendiri jaringan anti-tipuan",505672.png
505710,0,12-Mar-18,Ustadz di Aceh Tenggara Diserang Seorang Pria Usai Salat Zuhur,Asatgfirullahâ€¦Baru diserang sama orang gila didesa amaliah kecamatan bukit tusam kabupaten Aceh Tenggar bukan hoak tapi ini saya sendiri mengalaminya..hati2sahabat dakwahkuâ€¦Allahu Akbar,505710.png
506692,0,6-Sep-17,Propaganda: Senjata Paling Ampuh dalam Perang,Propaganda: Senjata Paling Ampuh dalam Perang,506692.jpg
506954,0,1-Mar-17,Ahok Bersalaman dengan Raja Salman adalah Editan,"Broo..
 Kita harus cerdas seperti kasus BOM PANCI..
 Jika HP kalian bisa nge ZOOM maka lihat tangan si AHOK
 Karena cincin yang di gunakan itu bukan tangan AHOK
 Jadi kalo mau ngedit bahwa AHOX bersalaman dengan Raja Salman harus rapi dong
 Malu di konplen oleh Raden Adhi Winata ha ha ha",506954.jpg
507182,0,19-Jan-17,Ormas Pemuda Pancasila Siap Membantu Jika Ada Oknum Yang Mencelakai FPI,Ormas Pemuda Pancasila Siap Membantu Jika Ada Oknum Yang Mencelakai FPI,507182.jpg
513587,0,4-May-18,GUNUNG GONGGANG DI SAGARANTEN SUKABUMI DIKABARKAN AKAN MELETUS,"Muncul isu Gunung Gonggang, yang berada di antara Kecamatan Sagaranten dan Purabaya, disebut akan meletus. Isu tersebut merebak di kalangan masyarakat, khususnya di wilayah Kecamatan Sagaranten dan Purabaya. Badan Meterorologi Klimatologi dan Geofisika (BMKG) memastikan isu tersebut hoax atau berita bohong.",513587.png
514061,0,18-Feb-18,Tanda yang Dikira Teror Itu Ternyata untuk Kegiatan Pramuka,Tanda yang Dikira Teror Itu Ternyata untuk Kegiatan Pramuka,514061.png
514141,0,29-Jan-18,Akibat Kecanduan Main Game di HP Ini Lah Akibatx,"Akibat kecanduan main game di Hp ini lah akibatx
 Penyesalan gak bakal datang diawal pasti diakhir
 Apa yg ditanam it pula yg dituai
 .
 Sayangi anakâ€kita jng dibiasakan main hp akibatx fatal garaâ€radiasi",514141.png
514354,0,16-Dec-17,"Hina Panglima TNI dan Jokowi di Medsos, Dokter di Sumbar Ditangkap","Hina Panglima TNI dan Jokowi di Medsos, Dokter di Sumbar Ditangkap",514354.png
514944,0,12-Jul-17,: Motif Pembacokan Hermansyah Karena Kasus Chat Rizieq Shihab,Motif Pembacokan Hermansyah Karena Kasus Chat Rizieq Shihab,514944.jpg
515918,0,17-Mar-16,Pengungsi Syria Dilempari Koin oleh Suporter Klub Sepakbola PSV Eindhoven di Spanyol,Saya belum tahu sumbernya darimana. video ini â€˜katanyaâ€™ memperlihatkan pengungsi Syria dilempari recehan dan disoraki penduduk lokal Spanyol (memalukan,515918.png
516297,0,5-Aug-20,Dakta 107 FM: Klaim Obat Corona Hadi Pranoto,"Bersama Aribowo Sasmito, Co-Founder & Ketua Komite Pemeriksa Fakta MAFINDO",516297.png
520596,0,16-Nov-18,Pernyataan Pihak Kepolisian Terkait Acara Peringatan 4 tahunan Jemaah Khilafatul Muslimin yang akan Diadakan di Masjid Akbar Kemayoran,GAGAL MENDAPATKAN IZIN DI POLRES BOGOR MEREKA MELANJUTKAN RENCANA KE MESJID AKBAR KEMAYORAN WARGA JAKARTA NU BANSER DAN SELURUH RAKYAT YANG MENCINTAI NKRI SEGERA LAKUKAN LANGKAH AKSI MENGHADANG SEL TERORIS BERSELIMUT KHILAFAH INI ! @ZheeOmega,520596.png
521300,0,03-Agu-18,KNPI Sumut Bantah Terima Mobil Bekas DPRD Sumut,"â€œSaya tidak menerima mobil apapun dari pemerintah, dan tidak mengajukan apapun,â€",521300.jpg
523335,0,3-Mar-17,Dana Santunan Haji Korban Kecelakaan Mekkah 2015 Ditahan oleh Kemenlu,"*Valid*
 Sangat luar biasa zholimâ€¦!
 Masih ingat peristiwa Crane di Masjidil Haram..?
 Kerajaan Saudi bertanggung jawab dan akan menyantuni para korban, tnyata sudah cair sejak lama tapi belum disalurkan kepada korban oleh Kemlu, dengan alasan masih verifikasiâ€¦!
 brp lama verifikasinya pak..?
 Sampai kapan itu diverifikasi?
 Sementara kafir Harbi, Syiah dan kelompok munafik terus menerus membuat fitnah kepada Arab Saudi.",523335.jpg
523749,0,14-Dec-16,WNA Pendiri Organisasi Masyarakat FBI,"Isu yang beredar di media sosial ialah Forum Bhayangkara Indonesia didirikan oleh warga negara asing (WNA). Adapun, isu tersebut dikaitkan dengan penandatanganan Peraturan Pemerintah (PP) Nomor 59 Tahun 2016 tentang Organisasi Kemasyarakatan Yang Didirikan Oleh Warga Negara Asing pada 2 Desember 2016 oleh Presiden Joko Widodo.",523749.png
527651,0,18-May-19,"Dianggap Lecehkan Guru, Iklan Hago Diprotes","Jadi, itukah yang diinginkan oleh pemerintah kita dalam pembentukan karakter anak-anak kita di sekolah? Sudah di rumahnya sulit dikontrol oleh orangtuanya, ehh â€¦ di sekolah sekarang malah didukung bermain games online dan akan masuk kurikulum.",527651.png
529440,0,09-Agu-18,Polda Nusa Tenggara Barat Mengklarifkasi Bahwa Tidak Ada Kejadian Perkosaan Turis Perancis di Gili Trawangan Lombok,Belum lama ini beredar kabar bahwa terjadi kasus pemerkosaan tehadap turis asal Perancis di Gili Trawangan Lombok.,529440.jpg
530414,0,22-Feb-18,Guru Penyebar Hoax Soal Megawati Minta Adzan Ditiadakan Ditangkap,Guru Penyebar Hoax Soal Megawati Minta Adzan Ditiadakan Ditangkap,530414.png
531238,0,19-Sep-17,: Membedah Tulisan Alfian Tanjung yang Berjudul Manuver PKI Membelit Istana,Membedah Tulisan Alfian Tanjung yang Berjudul Manuver PKI Membelit Istana,531238.jpg
531352,0,2-Jun-17,Telkomsel Memiliki Bukti Percakapan Whatsapp Habib Rizieq dengan Firza Husein,Portal daring seword.com dalam sebuah artikel berjudul â€œFix! Data Telkomsel Buktikan Chat Rizieq-Firza Asliâ€ menggiring opini dan meyakinkan publik bahwa Telkomsel memiliki bukti data Bahwa percakapan whatsapp Habib Rizieq dan Firza Husein asli.,531352.jpg
532061,0,20-Nov-16,Menyebarkan Hoax Merupakan Tindakan Melanggar Hukum,"Salah satu penyebab marak tersebarnya hoax adalah ketidaktahuan masyarakat bahwa menyebarkan hoax atau berita bohong merupakan tindakan yang melanggar undang-undang. Sebab, dalam undang-undang yang berlaku di Indonesia, penyebar hoax dan hasut merupakan tindakan melawan hukum",532061.png
536127,0,5-Apr-19,Fakta Sesungguhnya terkait Video Deklarasi Keluarga Ibu Kandung Prabowo di Minahasa Mendukung Jokowi dalam Pilpres 2019,Keluarga Prabowo di Sulawesi Utara mendukung @jokowi â€¦ #WongKitoCoblosJokowi,536127.png
537409,0,12-Sep-18,Kabareskrim Usut Situs Palsu Catut Namanya,"â€œItu situs abal-abal yang mengatasnamakan dan mencatut nama saya. Bersama ini saya sampaikan semua yang ada di dalam situs itu adalah palsu. Sedang kita selidiki,â€ kata Arief Rabu (12/9).",537409.jpg
537565,0,21-Agu-18,"BAYI MENINGGAL KARENA LAHIR TANPA BIDAN, KAPUSKESMAS KADING BONE BERI KLARIFIKASI","Kepala Puskesmas Kading, dr.Kasmawar Abbas : â€œPuskesmas kading, puskesmas non rawat inap, sehingga pelayanan tidak ada 24 jam.",537565.jpg
537732,0,24-Jul-18,Ustaz Fadlan Garamatan Tidak Maju Sebagai Caleg Dari PDIP,"Kaum muslimin dan muslimat di mana saja berada, saya tidak pernah menandatangani calon dari partai PDIP, itu adalah fitnah, itu adalah hoaks yang dilakukan sekelompok orang untuk merusak dakwah saya dan merusak kegiatan saya.",537732.jpg
537759,0,18-Jul-18,"KONDISI WILAYAHNYA DISEBUT TIDAK AMAN, BUPATI NDUGA PAPUA BERI KLARIFIKASI","Bupati Nduga Papua, Yarius Gwijangge : â€œSaya berterimakasih kepada TNI Polri karena telah bekerja keras untuk menstabilkan keamanan di Nduga. Terkait isu keamanan di Nduga tidak aman di media sosial itu tidak benar dan Hoax,â€",537759.png
538002,0,6-Jun-18,Kapolres Gresik Tak Pernah Minta THR Kepada Masyarakat dan Perusahaan di Gresik,"Tadi siang hari Selasa tanggal 5 Juni 2018 anggota Sekber DPC SPSB Kabupaten Gresik yang ditelpon seseorang. Dalam komunikasi itu intinya oknum tersebut mengaku sebagai Kapolres Gresik dan meminta THR. Untungnya anggota serikat pekerja itu langsung klarifikasi ke saya. Dan saya jelaskan bahwa tidak ada permintaan THR,",538002.png
538238,0,24-Apr-18,"Ketik #Aktif di Facebook Kembalikan Foto Profil yang Hilang, Hoaks atau Fakta?","Padahal, masalah â€œfoto profil yang hilang tiba-tibaâ€ tak pernah eksis. Informasi yang dipaparkan laman tersebut bisa dipastikan tidak benar alias hoaks. â€¦ Terlebih, tiga tahap solusi yang diberikan laman â€œPengguna FB Lite Indonesiaâ€ identik dengan pengumbar hoaks yang sudah-sudah.",538238.png
538843,0,5-Jan-18,"SIMALAKAMA JOKOWI, ANUT MAZHAB WASHINGTON CONSENSUS, SRI MULYANI GUNAKAN TAX AMNESTI UNTUK KERUK UANG PAJAK","Mazhab Washington Consensus yg dianut Sri Mulyani menjadi â€œpedoman bertindakâ€ dalam urusan pajak, salah satu dari 10 (sepuluh) pokok rekomendasi Washington Consensus adalah : â€œReformasi Pajak, dengan memperluas basis pemungutan pajakâ€... ",538843.jpg
538926,0,18-Dec-17,Mafindo Kampanyekan Lawan Hoax di Depok Bersama Kepolisian,"Masyarakat Antifitnah Indonesia (Mafindo) Chapter Depok semakin aktif mengkampanyekan dan mensosialisasikan ke para warga di Depok, untuk berani menolak menyebarkan berita hoaxÂ ",538926.jpg
